beta0,beta_LUT,beta_Humid,beta_TEMP,alpha
-6.595174556254699,0.0074247375750268645,-0.058221307061267664,0.16463714594018372,-0.6200654949931602
-6.596375869173841,0.0073904314747168616,-0.05820128272676957,0.16465359700152807,-0.6241157873247496
-6.5890618606383535,0.007412759545369861,-0.058231775124359675,0.16437507357747744,-0.6314945900635581
-6.580909844831406,0.007490708699346518,-0.05826985756401104,0.16416930387271542,-0.6321285146315843
-6.581171404577517,0.007484683068695538,-0.05826979539616561,0.16418546454790148,-0.6322852463215416
-6.576108913539131,0.0074028998525112865,-0.05826812780403922,0.16403932284129552,-0.6262935516649266
-6.550263121968268,0.007403765201606361,-0.05834790159973647,0.16327969862082964,-0.6313930449855805
-6.551565218861636,0.007503334909947824,-0.05832056862070059,0.16319461564520443,-0.6300826789783368
-6.549935771905276,0.007476659658658095,-0.05831817518408453,0.16315900130388994,-0.6302174770247109
-6.554100001343807,0.007427153172068692,-0.058294657032307774,0.16334007607832432,-0.6310365279612018
-6.5497220741592725,0.0074253346032595174,-0.05837485367104329,0.16332784877007872,-0.6247365453460199
-6.546916926966019,0.007430055115319574,-0.058383327028922155,0.16324541719736388,-0.6266785437387604
-6.536427384432372,0.007428083009685286,-0.05840230807306048,0.16288398461860246,-0.6253577732277283
-6.662821266448453,0.007422740968862562,-0.05810929920388221,0.16678612116907293,-0.6291564815020294
-6.661186636211263,0.00744210781252404,-0.058118156651809534,0.1667686410978738,-0.6295954939522106
-6.659752428539677,0.007384915504189848,-0.058109449680305056,0.1667234920346566,-0.6283195445016678
-6.659944374449821,0.007541033583102056,-0.05814155001186642,0.1667597991486337,-0.6401774986121572
-6.65279498123266,0.007452287292529078,-0.058124582176697026,0.16645762549896165,-0.6395967269171764
-6.6361058462295786,0.007411225490486126,-0.0581454108006976,0.16592432485804112,-0.6274865526469986
-6.64095173962716,0.007489171600310579,-0.05814687866817361,0.16601815486417712,-0.6342380764016343
-6.6319386863824406,0.007438224451678652,-0.058251596514755,0.16605594902166973,-0.6301288041932479
-6.603621209557095,0.007451708940968375,-0.0583595682809715,0.1652262928882576,-0.638174435238286
-6.592656507239712,0.0074759588019338,-0.05839299330884086,0.164898553219808,-0.633012976532179
-6.596972117104802,0.007474912027663911,-0.05839049041009129,0.16505010458639163,-0.6324024446990643
-6.585921141015073,0.0075001229618029555,-0.05829308232364506,0.1644707171003312,-0.6333691806762991
-6.6058550632955635,0.007402330319507476,-0.05828765663141277,0.16515676463328705,-0.6289977421848676
-6.615562898152187,0.00748860509025386,-0.058296601824353804,0.165523523431056,-0.6354404395470754
-6.650376371966537,0.007476140150407173,-0.05813871661259325,0.1664096245802174,-0.6297194625682438
-6.630556271119159,0.00742523842270518,-0.05826491231541552,0.16604482697437398,-0.6371017816514873
-6.638296620669981,0.007507239336455517,-0.05826324172936934,0.16629082248383303,-0.6340990358809949
-6.63165097310159,0.007406936002930712,-0.05830596063645531,0.16607362264983916,-0.6317073500947035
-6.607489273366311,0.0074261583681445005,-0.05824088538565061,0.16509890819713727,-0.6349985774077856
-6.61378934170998,0.007483464024009294,-0.05823144041048685,0.1652924757010723,-0.6336987301875026
-6.649221824398442,0.00747085079867042,-0.05814311329342208,0.1663571875379679,-0.6335934918172139
-6.647423980729585,0.007434143625063515,-0.05809136989240764,0.1661955907327713,-0.6267066286406776
-6.647394613887831,0.007441518899051765,-0.058121480303831775,0.16626430295575365,-0.6378999264473575
-6.651415463940485,0.00752895467597859,-0.05814634081023148,0.16642589911609165,-0.6326005307812518
-6.640865723521362,0.0074495463672628,-0.05815867220717911,0.166109181373567,-0.6349084035073168
-6.647651324467659,0.007434750685030833,-0.05808376680919724,0.16618158476747588,-0.6308642080640257
-6.641994816941697,0.007454323872530813,-0.058197522742938594,0.16620707481066552,-0.6335929163877669
-6.63962735604472,0.007439284079988763,-0.058189153546713744,0.1661427545896175,-0.6306943498611676
-6.6149744711812675,0.007452510200145109,-0.058277234699170365,0.16546847564588954,-0.6376013405056572
-6.623534327345494,0.007429681014760542,-0.05819260709248861,0.1656122569175361,-0.6294929514768463
-6.611866765208895,0.007499834595772183,-0.05820157168660155,0.1650891872574033,-0.6360238298736773
-6.632490533124161,0.007502600891458648,-0.05819262158482003,0.165822794343845,-0.6283401007599587
-6.6333305396735485,0.007512704395454358,-0.058193055978683426,0.16581423505828305,-0.628578347416242
-6.603669008626831,0.007390771338107093,-0.05823336980825695,0.16490020632622712,-0.6354498278826415
-6.608423830028038,0.007492232924527753,-0.05820988161672262,0.1650977224666255,-0.6340025865435154
-6.6085048705468035,0.007496267144110093,-0.058210436670808,0.16509379576827085,-0.6341325461674449
-6.605090244194883,0.007434310602755682,-0.058207875681733516,0.16490440681924856,-0.6309003898825317
-6.615398726093831,0.007443475800224737,-0.058248891318230266,0.1654006006177198,-0.629719694969845
-6.615633702228159,0.007429217189218545,-0.05825047550984875,0.16538126825404492,-0.6298371999988353
-6.61251407765002,0.007480742804924252,-0.05826752162737284,0.16536137852829302,-0.6310042517323728
-6.609369482302148,0.00744009044546803,-0.058243352013310136,0.16511399633960122,-0.6294635668993092
-6.607703652279565,0.0074203358970089655,-0.0582401804349897,0.16519847467027343,-0.6296648839916795
-6.610103245008455,0.0074129151509518,-0.05822910099965899,0.16522602228842573,-0.629853207833332
-6.615086145589245,0.007540687905420022,-0.05819963030135069,0.16517337087782163,-0.6356298223151989
-6.6099943885079835,0.0074138590487888845,-0.058213897289700105,0.16517425784828213,-0.6365568882954138
-6.621719906353369,0.007466847659135042,-0.0581881575220149,0.1654392850260458,-0.6314588925234418
-6.621500530773746,0.0074790849586675295,-0.05822991528476496,0.16561604816956096,-0.6346108023053443
-6.613711782087928,0.007423199893805309,-0.058186868537676746,0.16516156373923263,-0.6325596953932012
-6.585727188986762,0.0074135209511173635,-0.05826566569335563,0.16436795150588504,-0.6304868715646053
-6.6094297855401765,0.007394039654539468,-0.058213920353633444,0.16514378955697706,-0.62698795148412
-6.610751848283773,0.007386318577928353,-0.05821141119517772,0.16514335863194304,-0.6269540157918164
-6.5877106310430795,0.0074294767138675015,-0.05836291424869786,0.16469370081092552,-0.6275327327224224
-6.571534220948888,0.007426279448507972,-0.058326474688856204,0.16399875643464012,-0.6334077800899095
-6.5848913510248765,0.007423338126639007,-0.05828698571395658,0.16439091225787436,-0.6261252643843538
-6.586165837454668,0.007448775549953882,-0.05837926226611387,0.1646428281433066,-0.6356985262078059
-6.59518586009668,0.007452150610768608,-0.058258806549398454,0.164694293101416,-0.6315396649348292
-6.607334160189954,0.00745910137068001,-0.05825079555711662,0.16515342304073685,-0.6323385452088114
-6.60949764321147,0.00746967384009887,-0.05825012271936678,0.1650978301630403,-0.6328164411197508
-6.612584560944128,0.007443122852876935,-0.05819970831361235,0.16511788178673648,-0.6289596320894587
-6.618339177540414,0.007447681961197045,-0.05817778891499909,0.16527134705217647,-0.6312001543080535
-6.618092888094107,0.00744417031431821,-0.05817727902655281,0.16524070554974385,-0.630900513518357
-6.619743061038308,0.007415004356130464,-0.05820289701654196,0.1654402999348079,-0.6331845441865848
-6.618633056659536,0.007411257783662646,-0.0582951126119446,0.16562999284874905,-0.6336943334050433
-6.595125068268292,0.007406713823371365,-0.058246978821152304,0.16467619028800087,-0.6347489705595378
-6.594843831110503,0.007441687288968286,-0.05824752550386653,0.16466217382811238,-0.6340722054739955
-6.623031999406661,0.007425731599708217,-0.05818775597854577,0.16549659841670228,-0.628188224871553
-6.619321256684866,0.007419210239235709,-0.05814016677677053,0.16531797861186665,-0.6287152361364148
-6.620389414543511,0.007465884020847879,-0.058142357234283855,0.1652814403397233,-0.6280467443105642
-6.623957403609979,0.007437261268598163,-0.058143133332179145,0.16540845412423738,-0.6322089570135084
-6.6226504775004695,0.0074526206980528725,-0.05815049323657406,0.16545546915094717,-0.6325863217914153
-6.6072652881601925,0.007462285903362068,-0.0583056081701121,0.16522219846889777,-0.6356937402890556
-6.603590398873347,0.00743874249439076,-0.05830445118010204,0.16513101167815875,-0.6352984101047019
-6.616124203979375,0.007413210481006046,-0.05828845679772633,0.16550979699740612,-0.6366355831793359
-6.616478538513776,0.007450458696097688,-0.058282439838512855,0.16557742223444405,-0.6366705821599421
-6.613817460222519,0.0074975392164945325,-0.05824145649073209,0.165313218656897,-0.641318420791028
-6.578673520231075,0.007408539454612971,-0.058357623391590514,0.1643468594139668,-0.6225432757059127
-6.578075069241009,0.007385593782496565,-0.05836328879307535,0.16433155181119566,-0.6226445318837632
-6.579502602444109,0.007468049873820735,-0.058351085626654454,0.16430932101558557,-0.621211844523754
-6.58827952906927,0.007398543779210568,-0.05830949098180668,0.16464676931802139,-0.6236052866204133
-6.58783204032673,0.007398506398452642,-0.058307892891791564,0.1646536343578686,-0.6236529449212882
-6.604177035733944,0.007530472332052628,-0.05823968765700829,0.16495704924093382,-0.6383730113967137
-6.611212590066314,0.00750587851278699,-0.05829062763494598,0.1652902261786225,-0.6322254766673973
-6.597118781717136,0.007493481777208806,-0.05825754518681661,0.164789402779207,-0.6358548741603103
-6.586127961951704,0.007464698477929204,-0.05821585365603872,0.16419335750144975,-0.626789272035203
-6.5835089525514165,0.007449245599201672,-0.05821568685527949,0.1641047258295262,-0.625455952643402
-6.639771812919165,0.007427846911126897,-0.058236294499283116,0.16635191350889975,-0.6329103419375086
-6.631910802301593,0.007485782575682611,-0.05826354011628224,0.16599856908949798,-0.6333584741925579
-6.632297864109905,0.007512294194035525,-0.058265542756451065,0.16604679375668543,-0.6327611892800594
-6.606657413695251,0.007394294380791742,-0.05814174067049399,0.16483983387869758,-0.6342782580156625
-6.618674777470794,0.007489137649484806,-0.05832722270933081,0.16567843855760023,-0.6301056223514493
-6.581643006378775,0.007400879355372967,-0.058205650781786064,0.16411971665890754,-0.6329636125772821
-6.580829866049976,0.007530965390978026,-0.058213795115649614,0.16398139420185068,-0.6332932394206394
-6.581187394240517,0.007532738870650733,-0.05821422934300692,0.16397902021946303,-0.6334436810381824
-6.571447799356037,0.007514080948428999,-0.05833800154521119,0.1639723220799574,-0.625671994843383
-6.5665393746252825,0.007378192429834388,-0.05826049905727815,0.16369876093431937,-0.6350110509052775
-6.575438624616211,0.007495399951780977,-0.05834973220741556,0.1641463803481844,-0.6276329402122621
-6.575574781379931,0.0073836295536657505,-0.058276055593061774,0.1640281471411589,-0.6262695841215512
-6.584835217335253,0.0074138470433529734,-0.05817169694093767,0.16405463447239046,-0.6269290918442615
-6.603511798034107,0.007474525076519503,-0.058241115392484555,0.16488304748924124,-0.630625368856236
-6.616594422052005,0.007450540867424239,-0.05827360456836757,0.1655476622359416,-0.6340666321560209
-6.615424709965096,0.007447494180003859,-0.05813598017702328,0.16515001100587598,-0.6321029960259904
-6.611589222744821,0.007431945024236754,-0.058164090026278294,0.16504402508084107,-0.6302765935023823
-6.612231361016155,0.007483088095459751,-0.05819977868710546,0.16508668642282462,-0.628361437668427
-6.633052109904012,0.007381190386819741,-0.058134804990322794,0.16573835841602502,-0.6251271866468637
-6.632137941487582,0.007378257065718799,-0.05813349435422613,0.16577639136432942,-0.6254178215930392
-6.631303018248112,0.007355035628362152,-0.05813556145164971,0.16573072173501172,-0.627008740267814
-6.631610233592912,0.007480229317337916,-0.05815866950418948,0.16580206936697622,-0.6242839265151306
-6.6348458559414745,0.007397451418476054,-0.05819964179343867,0.16604739947371808,-0.6239288261065199
-6.61623888529317,0.007433471451536805,-0.05814880623807666,0.16524867145855718,-0.63331374100185
-6.614007517386847,0.007370490583699075,-0.05814851489183962,0.16519633248223003,-0.6310329108566797
-6.613106154447394,0.00753770419745728,-0.05821179121314428,0.16514200823320388,-0.6335584634132736
-6.614242156857246,0.007404855563911051,-0.05819370495259018,0.16519848352863326,-0.6290658030682851
-6.613142262279771,0.007418780440969496,-0.05817296346687171,0.16510539669566177,-0.6289163915750523
-6.612165585009933,0.007420469625922797,-0.05817917483919831,0.16516463338204695,-0.6298035897905292
-6.600172528027524,0.0074884801625163325,-0.05835255784922015,0.1650433092161904,-0.635040722320639
-6.602669016171922,0.007463381615224683,-0.058233220489403055,0.16492925783517137,-0.6342364732508872
