beta0,beta_LUT,beta_Humid,beta_TEMP,alpha,rho_int,rho_slo,tau_int,tau_slo
-7.625409159933389,-0.004725742243201499,-0.06223123419573413,0.217089950516072,-0.46376941873466704,0.051262917713326125,0.042184888485225704,1.1538115233728703,1.0826035915896288
-7.603808890599594,-0.004693332787616135,-0.06224623540571004,0.21638010486001097,-0.43629624276156476,0.017955732234979486,0.09428750091030146,1.1230240468924189,1.0694336525612735
-7.635483870150225,-0.004691410281703661,-0.06222948786986435,0.21753652986696984,-0.42909476719456713,0.06694194574351409,0.06807955154727338,1.1566188743160166,1.033109778902226
-7.614515490919911,-0.004591242438040908,-0.062252963920022795,0.21667754033870254,-0.4328114347142526,0.0855450221077642,0.05879436446007662,1.2120190235595485,1.177438722744453
-7.622705419647866,-0.004692573266343896,-0.062307504045211744,0.2169894738572185,-0.41627349742030234,0.050485402167744955,0.02155149432286079,1.1341473312585797,1.0413739234361616
-7.634817462160181,-0.004698427587634081,-0.06230151335712431,0.21740953928461343,-0.4143108240473649,0.09136119607644812,0.018277530079498047,1.2153249739660519,0.9721648753995638
-7.618907492378428,-0.004618775678972042,-0.06226331976293482,0.2167851883476595,-0.3979181088045169,0.06694214810772359,0.012175254258696092,1.2231903555449712,0.9708274073425008
-7.619574823960146,-0.00466717274503951,-0.062246261836014574,0.21677630631090175,-0.3967123748636048,0.05763660324522998,0.03166674207347512,1.1849611746581474,1.0201348568073036
-7.600151128388983,-0.004610213268920314,-0.0622215167157443,0.21597052662151667,-0.39923302103966624,0.024547652896864235,0.0983827158441796,1.1081979904454764,1.1633785791742939
-7.618733161019037,-0.004756606175214935,-0.06230004031765805,0.21691048927451712,-0.3973242895050904,0.026511141601452168,0.09389736847962558,1.089866960051968,1.126850091620046
-7.618103629996023,-0.004723561345765671,-0.062327510328641,0.2169242296411456,-0.40669898102367785,0.0328863731987719,0.09883910623648337,1.0941465575658598,1.1033802955647958
-7.6084945645378435,-0.004801867483148964,-0.062171662647698266,0.2162499816835909,-0.4024595787551472,0.10822728039554705,0.04603620040563054,1.260515876162827,1.0493209077020047
-7.6456019048532395,-0.004872650415836923,-0.06217100486824591,0.2176713648014477,-0.3944732357451804,0.037293968792517534,0.19713314530197784,1.1436576124643991,1.2544185121563705
-7.667723726952012,-0.004782577633647456,-0.06223638198409097,0.21860414838728054,-0.379750295998401,0.03911220064575143,0.10617130444739607,1.1352635695006097,1.162800016661634
-7.649031178654696,-0.0047521998338506104,-0.062166580807792346,0.21770342344317875,-0.3865406910896106,0.060795416900234406,0.05465200367558275,1.144436791097579,1.0801420701391395
-7.590922312902754,-0.004766999317305258,-0.06246913775135037,0.2163078258483346,-0.37783016818333653,0.0894946157075876,0.1456777656892073,1.203488589024531,1.201149738538028
-7.593089198097174,-0.004812520697079675,-0.062373168048631286,0.21617204361817635,-0.3705864689845326,0.023668788829273375,0.19625838015252758,1.1066352566042243,1.2833609410310367
-7.60228162274633,-0.004678508852982667,-0.06226951425682657,0.2162761595598857,-0.3706260944994565,0.02397639079850127,0.12650633210577847,1.068870065122131,1.2238747577136126
-7.596905748243138,-0.004626198165526776,-0.0622661447225221,0.21600674666759603,-0.37718387904703615,0.10096215895973668,0.2050210671633871,1.2162653890820614,1.3217641631094652
-7.631872086856113,-0.00464270760678813,-0.062237877544001494,0.2172460550792317,-0.37451338300149534,0.0020648664125356843,0.2004114424789939,0.9837770949700964,1.2171447819149417
-7.648908551482829,-0.004631479814436695,-0.062177223332063346,0.21769760659471937,-0.39116789937631796,0.007240315656854579,0.012655858461941597,1.03977243336837,1.02952883436548
-7.622248950782705,-0.00466440784852924,-0.06220906706111268,0.21670734274580433,-0.38852893460813576,0.007407779139064226,0.019063101620680874,1.0230319783059139,0.9664877919526779
-7.615057786958342,-0.004686986466530158,-0.062305661418594095,0.21666649387613626,-0.3922690366273663,0.006036494327419379,0.06000539285716367,1.1027648232765275,1.0300181397751793
-7.602240871815997,-0.00463668821534195,-0.06248945247721811,0.2164610796702653,-0.3913461282944564,0.02758772427067535,0.1102442358074083,1.1771215723621284,1.2066428752446519
-7.604565458722715,-0.004803141203488267,-0.06232973543635004,0.2161936182019967,-0.39076856134560767,0.024801414440337993,0.03796287378060191,1.1552010014001401,1.0007691651259072
-7.635731748931447,-0.004779622118167326,-0.06228608708003548,0.21710180126228057,-0.3871083321310565,0.028685398302960758,0.0645782607962249,1.0662824870631287,1.0505896609917529
-7.650525694494837,-0.004755791579286648,-0.06227307106060123,0.2175437140738461,-0.39558484654832315,0.007567792748957688,0.02785152174192511,1.0849692725468805,1.0641024041574012
-7.682854764641687,-0.004605778716464305,-0.06212470050168907,0.21818482711032927,-0.3833598577959258,0.001859460644965633,0.21222442285548931,1.029547096793841,1.2924260765945499
-7.711292412551432,-0.004869596333194239,-0.06208395401043157,0.21907379519485695,-0.3880683520156517,0.011731034468400623,0.08400395291427998,1.0694559792606246,1.1371380505910968
-7.705434154395669,-0.004843512693374002,-0.06202489756976946,0.21856129257925366,-0.38538338581696285,0.011060702759645704,0.09492612859814883,1.044001378602529,1.097553241228769
-7.683099500442087,-0.004798070486296392,-0.06213224447822573,0.21811194522631797,-0.3889108799619199,0.011921712852806033,0.046777328719233714,1.0740164448799607,1.0248788516475957
-7.6998527681171804,-0.004745719958247841,-0.06213471543202104,0.21860891374733674,-0.40034098938563223,0.08667113313153534,0.19176081384466773,1.1566895104407593,1.2485231113394188
-7.613116185835274,-0.004746443318757562,-0.06231789357880716,0.21585831281937679,-0.41269644769886354,0.011723380310905803,0.3218577967324033,1.0718045139815542,1.5141040332415567
-7.643186213401612,-0.004696001237164062,-0.062202371470722675,0.21660206102462087,-0.40234622011913324,0.02759509613323599,0.15771173072020805,1.127015206878858,1.1872346471784907
-7.672127949251757,-0.004772050019881965,-0.062042150327763536,0.21739861025570795,-0.39283333637832074,0.04194450959844653,0.0867653670211727,1.1061965660422133,1.0865376956485011
-7.656384844684269,-0.004795886877438787,-0.06220710107344097,0.2171839021441409,-0.4033385644234678,0.029900249743387425,0.06698150286716138,1.1844294213781261,1.0934656868287724
-7.629777493937069,-0.004758953476411923,-0.06231550583460296,0.21664754948311316,-0.4021757235566763,0.0026502781785104697,0.005795346250620917,1.0869321486030759,0.9547915248605708
-7.626082564368673,-0.0047727702350773326,-0.06225298110500406,0.21650058161242297,-0.3869989082407195,0.012836418488696872,0.011882980002190223,1.0122603826542427,0.9703633783863224
-7.6385233548717215,-0.00445302369648947,-0.06222812188829359,0.21671438671152715,-0.3959396668280944,0.07120306498465306,0.0070252194810542104,1.2006548116462519,0.9799645226843092
-7.623855075961758,-0.004610529490243449,-0.06238122786116747,0.2167377570849737,-0.40014079578436335,0.028249251911703185,0.07546827553051165,1.1004389085092723,1.0320260963046353
-7.619768891201733,-0.004568951890847863,-0.06242037288691962,0.2166106993363911,-0.3960134756261465,0.012529234943194283,0.10135914769260736,1.0745170632514507,1.13225395399659
-7.623824186506619,-0.004650274302579191,-0.0622759312093574,0.21651180233182557,-0.39450350854592764,0.05611581899089902,0.08153256501044032,1.1826022817583814,1.1356766549811668
-7.659123892105207,-0.004695129603694619,-0.062226280424598844,0.21762596738287146,-0.4037513603148711,0.16840311605266756,0.07655880599542791,1.369242769432605,1.1078838151202561
-7.645088151675164,-0.004653098266653668,-0.062309416870925984,0.21727694405869263,-0.40269190337373595,0.13673641858993038,0.06355483331073544,1.375126665371687,1.047677268744005
-7.630366371832659,-0.004619545842970942,-0.06221940987781015,0.21658159974758712,-0.39155389465495427,0.026593088253730184,0.08120205965323381,1.0561363948676354,1.034735807689682
-7.606122220230533,-0.004652767666917959,-0.06234925272884888,0.21608783851299018,-0.38208291714989323,0.03755793224143868,0.11250400810916214,1.1699978207278545,1.1969615619190368
-7.64042770685223,-0.00459268926465743,-0.06230808791442805,0.2172177667891051,-0.37028047912664264,0.016840906471960307,0.04702900139959001,1.0787332464588193,1.0392691870989619
-7.644871770475604,-0.004789409314136772,-0.062166646401450414,0.2172399758995695,-0.36642478729766453,0.019219440852393164,0.11213264134086864,1.0889538878860936,1.135338010816301
-7.664706105954863,-0.004793343377123626,-0.06212594249053646,0.21779759336935095,-0.3612105055990354,0.03935387054587549,0.055226944695176916,1.1072223417509597,1.0841439575821075
-7.632597256478234,-0.0046638745977647935,-0.06231847036751979,0.21695490478589893,-0.3801360121788273,0.03954441291089761,0.018076515613596928,1.123284535181777,1.008702023106866
-7.649974927037076,-0.0047609848580626975,-0.06224689636952194,0.21762739641039036,-0.3768158436457453,0.07222980169984235,0.0255542073751247,1.189722199138441,0.968880523565846
-7.652346357870622,-0.004580111238912746,-0.06219715206966097,0.21741882978194438,-0.36447252853965156,0.015824982156410122,0.014609315236491175,1.036992403227707,0.9755340763120148
-7.635289139677566,-0.004533887155452342,-0.062214109354242285,0.2168815065684988,-0.3719917637402067,0.04107327146910875,0.02424824210395971,1.0836856345510861,1.0475053273312862
-7.625922346189294,-0.0046833418578006505,-0.0623458946249307,0.21685373255858822,-0.35729386714419104,0.03881193367994293,0.12895757140875871,1.1929857178864398,1.2142038729599547
-7.6244947901122355,-0.004708448185951633,-0.0623388074213328,0.21660348887054592,-0.3502451474489904,0.021456754437421434,0.14341047489713885,1.1504584892387308,1.2649341366115225
-7.598332738266916,-0.004710681606240441,-0.06237986121793477,0.21583688893082123,-0.3637558308284787,0.02367658278019304,0.16761031566327889,1.121772150136322,1.2374842323399315
-7.600103692699181,-0.004663075638456316,-0.062353542322009896,0.2158482069079934,-0.36834218901404975,0.03403674688693557,0.1377987991787836,1.1366009498248981,1.2691703819596354
-7.605984358358322,-0.004693031572748063,-0.06247248500729909,0.2162880793354543,-0.3684692137445668,0.03980802468454183,0.23251092035329227,1.1436803527077413,1.3560533380999662
-7.60256139730378,-0.0046997948340432045,-0.062479791841302694,0.2160753816444488,-0.3652158618781998,0.02888869828241932,0.26254983926502495,1.1010281781495723,1.4907826923181449
-7.650965072748588,-0.004640323681313422,-0.06216837016830365,0.21695150684221595,-0.37363010272861036,0.06554443038064911,0.22049511478043482,1.138178085082783,1.3774200153158265
-7.635478385068053,-0.004706773874156476,-0.06236670808769679,0.21710349578953145,-0.3717035746272424,0.16073183360515383,0.11050518825032041,1.3239338638925884,1.213276620597194
-7.618491101577756,-0.00456890677225787,-0.06227727500201342,0.21609934343370854,-0.3563425294259126,0.049371800522224715,0.07650587955469332,1.1312684900762364,1.0811855466581528
-7.620593720679256,-0.0046746536396523155,-0.062458656842478186,0.2166489922070216,-0.35263672834935317,0.027883868776505085,0.10397615712181843,1.1404024031996416,1.1313129691557173
-7.61279413574652,-0.004676490403330118,-0.06224693920964832,0.21602978598421602,-0.3670040069903492,0.001804239593760053,0.10773879641694348,1.0282307813925382,1.1532995380820714
-7.60890148831866,-0.004751978156851316,-0.06236908281424925,0.21627673442004886,-0.3654972168669297,0.0031031459090399035,0.06441430420036806,1.090274119752099,1.072251341862949
-7.602060246756829,-0.004776085823401924,-0.06239185340097414,0.2159269671116362,-0.3578750784460854,0.00812751520538156,0.07849303767991078,1.0840847812470638,1.0891487194472436
-7.632510260049085,-0.004754059277120181,-0.0623266591606027,0.2170273451189314,-0.3482292049526251,0.02537381212564013,0.08613599287679646,1.0416328657006548,1.107561775274101
-7.6307412390670315,-0.004669156534773486,-0.062207422971376096,0.2166041764759597,-0.34257725718339227,0.12256590707050406,0.08233554772324243,1.2320090584935046,1.1155582957576466
-7.6330864905380595,-0.004738386863015917,-0.06231279274599873,0.21694716037293008,-0.34371939762432757,0.06377006204350998,0.14310880547283078,1.2814024395820782,1.2127325577657715
-7.620686553268729,-0.004758419102259325,-0.062318020705451,0.21654585442260108,-0.3389676677613781,0.061600826674355944,0.16436907443139936,1.2755078664314323,1.2135883478588125
-7.636611567315168,-0.004634291443851522,-0.06222182455331775,0.21672121004251146,-0.3490849589085559,0.11562912703567632,0.13107185499477733,1.2200072052656947,1.2447680955615956
-7.6426838833356365,-0.004606811348555213,-0.062300886011361654,0.21713468503859018,-0.34195746074230154,0.044057931429687454,0.13920242374545194,1.231734129879243,1.1609073270892316
-7.646415963590163,-0.004544472049304105,-0.062246373591339055,0.217111424395474,-0.3538821631703301,0.0015590139720628856,0.04006904579441724,1.019098545458621,1.0462045631944008
-7.628275198111568,-0.004703794268366576,-0.06243937222538784,0.21705967664478718,-0.3359750279315106,0.08908450778887916,0.03150708387809292,1.1804981139915476,0.9784467888120534
-7.56228245297211,-0.004684606945833182,-0.062372636132240526,0.21468092524421947,-0.3134179959993693,0.06807459271876852,0.27608381331599197,1.1890810746700156,1.3276341797795266
-7.565013763260022,-0.004659065004339162,-0.062444606554733335,0.21486957389016628,-0.31631873252265474,0.06771401148322245,0.3082165351339028,1.2002624586453323,1.4168515032154554
-7.608862727826347,-0.0046936798410741505,-0.062287637860736655,0.21601473806854063,-0.3086740223414088,0.03876625771396367,0.26653835062969344,1.1290334031653728,1.3769379772462644
-7.616286819078373,-0.004715779553885311,-0.06242394574285991,0.21667040504064533,-0.3134130143057446,0.016358702169166347,0.08820803806657232,1.0798652457030913,1.1190392703900705
-7.626640464803529,-0.004826456277500099,-0.062216743063556824,0.21661989148471583,-0.3156114196954896,0.017652783006855154,0.040249741907876814,1.0849602620804732,1.020669548861077
-7.6577722171196,-0.0045045101773238255,-0.06209323053259364,0.21740251029150512,-0.321467598455973,0.07305016454987831,0.2009556021713479,1.1965408197168181,1.3103551298985887
-7.660900157499308,-0.004513620907091703,-0.062194273414179574,0.21776329697793498,-0.3151205075614338,0.07853240907678109,0.2256804968193201,1.18988250624861,1.4070405488803357
-7.657769118469281,-0.0045112134478716955,-0.062065537017372524,0.2173359199883394,-0.3116677465501836,0.05488312867660231,0.21101227436278316,1.1606615094137127,1.3079478883720679
-7.587404113397961,-0.004699197119688591,-0.062344432636210534,0.2156114729788375,-0.3118696690774933,0.0628976609104233,0.14929175638549075,1.2078964411425177,1.2422565089851931
-7.63879842397078,-0.0045959825768093,-0.062213099543063366,0.21716364662172,-0.31603771407139963,0.008741876337369404,0.2110804534413209,1.0432494723721226,1.3341632477031935
-7.634747666628296,-0.004632138066314416,-0.06231369848172319,0.21731120809225615,-0.30715909226812665,0.018545780019428026,0.1795889578357487,1.0739845949743414,1.2694681047002845
-7.618407745172903,-0.004637538962817476,-0.062291561852887686,0.21665871905723394,-0.31029879382676184,0.01014086752273387,0.2504858182733708,1.076625461405127,1.3456549422527113
-7.6146295706200995,-0.004808249814204652,-0.062268594945367774,0.21662588138822922,-0.30783702819899816,0.0030061996460729015,0.13528512018135042,1.0659304407000143,1.1804918917862794
-7.603242583993616,-0.004771303868365049,-0.06240226499368918,0.2164280681062721,-0.3093527445709806,0.008196604923301666,0.16280161321860728,1.0213899214620243,1.254228790171154
-7.574346821947045,-0.004915514034022417,-0.06242348807533245,0.21549743214657557,-0.3159654389254083,0.00846445963964108,0.08625795169994596,1.1131950468747902,1.0838173682153913
-7.580197827064072,-0.004906404747199613,-0.06245628344563055,0.21587663117794648,-0.31868573397386135,0.020399844966095343,0.20317126020055726,1.0182661179469703,1.260500152785981
-7.609385910671202,-0.004720457896085597,-0.06246345384172847,0.2168233005356961,-0.3425389496658189,0.008877753775271398,0.19159228462105463,1.1590230812659477,1.2230857227003564
-7.599638878097458,-0.0045326589723481145,-0.06232366726958504,0.21611056844601156,-0.3286918339008604,0.011250348726630027,0.0587921995792653,1.1211741233274957,1.0810933941306204
-7.630557875787564,-0.004567776990011014,-0.0622251304886612,0.21711637111651688,-0.31811032505518755,0.059517581644527785,0.07461815870669715,1.150031271630265,1.1110074842622526
-7.635889996696813,-0.004508007278706291,-0.06227924369172558,0.21741515628533833,-0.31791261770876983,0.02763215582952502,0.14324256519361786,1.1328634983883599,1.219924953467657
-7.626603617198113,-0.0046802979600210825,-0.06224223426633233,0.21698746286236334,-0.3217497970178893,0.03146210237504357,0.19720183549533749,1.1517755820187354,1.2747747131983256
-7.623044179596695,-0.004732074561333842,-0.0622882386101349,0.21713769795512178,-0.32829612200039376,0.018475230802317888,0.17342559706337804,1.0597423630456237,1.2553550216632652
-7.647317139922655,-0.004670170101721685,-0.06216578622639721,0.217734006893638,-0.33797981787304116,0.07275110195474915,0.08244702526753654,1.2475947848546192,1.1097263010776555
-7.6324383495474555,-0.004857606849429164,-0.06223087839483844,0.2173753390769631,-0.3195429645764672,0.08181043308570161,0.11626056862583481,1.2049526314521641,1.1882933746284368
-7.609399873706545,-0.00470084715458981,-0.06229949653145949,0.21658405382638587,-0.3222964424232971,0.059928820908162456,0.07051253500671884,1.1477602108648524,1.1085727335439914
-7.580265255812403,-0.004692062391535831,-0.06251227578275667,0.21610047106636324,-0.3231810969646824,0.006422776260526955,0.23179453705081715,1.0004385424752065,1.400571740741626
-7.600233539623979,-0.0046689128704040335,-0.06227601835264181,0.21630300511613482,-0.3295520173712216,0.05539213321912274,0.1775170933429715,1.184389906766928,1.2046865484729037
-7.568461553694076,-0.004568506495866298,-0.06253131627091843,0.21584583069752872,-0.324827517353519,0.07575395555132923,0.033783096970483366,1.2045389011799943,1.078542350403263
-7.6011004286058785,-0.004756040712440557,-0.062312950678381926,0.2163914437242585,-0.310664683469906,0.027937573097323268,0.13002502127479937,1.0945115592834205,1.151287273891194
-7.631621482283923,-0.004604318052513318,-0.06226109721766634,0.21719328972620738,-0.32195037884128735,0.003526489111311664,0.1533096698170131,1.077652196257818,1.2058274384152472
-7.6622710092616195,-0.004695517445415394,-0.06218715606592668,0.21820319672983468,-0.30698820634340607,0.0014129307916896212,0.1457867369821537,0.9938900270396469,1.1984780958387808
-7.633292021321083,-0.004796392692702816,-0.062067389666096685,0.21694699328274183,-0.3047405113233921,0.0014030772548718337,0.07608982047019382,1.0888069929081328,1.0638430501117104
-7.620915374624996,-0.004822473073820784,-0.06205920044094043,0.21650224713830638,-0.30378320842538215,0.003097325439480644,0.043568591778204414,1.0568978341152124,1.0642788560401513
-7.615374698991775,-0.004640912526800983,-0.06245064701585265,0.21710536413059764,-0.2835579061449528,0.04731339551492717,0.056743260675175836,1.1378009622065741,1.089064532671176
-7.648609873413566,-0.0044257856161175465,-0.062131840387532764,0.21765929902813724,-0.29591768465523227,0.007482046785302081,0.06544802367556606,1.0858347070762202,1.1134990446022326
-7.596603405992866,-0.004622024909086152,-0.06233963642517685,0.21628577213411945,-0.2699064398619338,0.019039679741629525,0.1180285714851447,1.0925465933503948,1.1957645476712955
-7.606540955529236,-0.004673453796815608,-0.062222851423278644,0.21643983652285392,-0.27405679125978477,0.010998777304127384,0.16818684222999986,1.0879766415441237,1.2528321230686872
-7.629856379499437,-0.004581894918949934,-0.062200703178682225,0.21724998622282293,-0.28138794356899915,0.026407528156043133,0.2183222571997289,1.0849470752221602,1.261811383071338
-7.607359147703182,-0.004644441665447861,-0.062263725310018406,0.21657591402941978,-0.26939686689837855,0.02336792379827244,0.19096737716722212,1.1135581868255688,1.4045058269159818
-7.645361279961494,-0.004651897076950908,-0.062210521878949536,0.21781248159707195,-0.2948976344195011,0.006947469640847994,0.007575908656100687,1.0572448767809919,0.9809634263671035
-7.6500747908238464,-0.0047063079302850095,-0.06211070870517777,0.21785948961033644,-0.29553967418624805,0.030087700395762404,0.06592655090207176,1.0827565106037567,1.0196427989833212
-7.575373850966554,-0.004636908838545277,-0.06235058480681815,0.2156078081380727,-0.32064153794120964,0.026863527660884103,0.06147465945988571,1.0882501315115072,1.0927228359027878
-7.583251535401932,-0.004702964681889044,-0.062330654937287344,0.21577443041989436,-0.31852553703523684,0.0677510824423604,0.1284280754470813,1.167607610773672,1.1653795426445066
-7.574139609290485,-0.0046957846888504955,-0.062495286950409616,0.21589748798129202,-0.31814617497398545,0.1187127392140751,0.091565148193667,1.2919739204507514,1.1127823971382682
-7.576664336463777,-0.004585820450417604,-0.06238561411347473,0.21568382648630624,-0.31217997879357295,0.0647473641551765,0.12167655246431408,1.201788614619568,1.1929684077534763
-7.567864023707754,-0.004554389995597375,-0.062470095344975954,0.21565346558887374,-0.31481382414939385,0.12815938420579337,0.14021560679638234,1.2742183377247502,1.2542829980912837
-7.55797820543804,-0.00465127781303365,-0.06254402561094256,0.21549191184744854,-0.30483441457395544,0.16268663822588847,0.1384651905052399,1.4617595769174028,1.2166765435588616
-7.583337942414595,-0.004699298194228879,-0.06245744870272164,0.21620311340824067,-0.2986934409782367,0.15478158359763527,0.08531821128990334,1.434907921712051,1.1207984962624817
-7.5890696566380935,-0.004777699574766974,-0.06238859992471546,0.21641884658090502,-0.2943360607290795,0.18055886803280094,0.08687118914242702,1.4670653236160827,1.150832260556088
-7.599017737816639,-0.004773300630857219,-0.062290987335856224,0.2164474108681697,-0.2926228630856252,0.024273639828565327,0.07614602204495313,1.093711751653086,1.1586167206156837
-7.570343692360271,-0.004662015731478687,-0.06249867973088633,0.2160928631549372,-0.3111350694150034,0.05700588675678179,0.1831247911381136,1.1766793713075456,1.2279056031223543
-7.576645772221339,-0.004775835013775436,-0.06233226871960649,0.21610369766534607,-0.27885349386233055,0.04387427819183567,0.10399044373136462,1.130131485794348,1.222982240710791
-7.590847739450398,-0.00468877122672552,-0.06221281532211579,0.21642769208708842,-0.2999024195226252,0.03142747929911421,0.1325856507823292,1.1488709892941873,1.2687422930426266
-7.600313143232219,-0.004672661752044222,-0.06236273516300297,0.21707891248730232,-0.3043703897799487,0.04226254942924714,0.1603734365634304,1.163186436806961,1.2182631725831503
-7.570365471827129,-0.0047874720686323065,-0.06225524286281628,0.2158389097988708,-0.30046530150016076,0.01993999922241628,0.16806207732647396,1.049917067449742,1.2702035629024935
-7.610304777425321,-0.004641973894362145,-0.06235353874154569,0.21744634118990158,-0.31540316016577696,0.0026782032479159418,0.10185092002282073,1.0692595370309552,1.100158726119475
-7.613735255028815,-0.004692985301456382,-0.06220407585906294,0.21730015016275864,-0.2951102390815177,0.009638484255817377,0.033462127170665865,1.0762963552041185,1.0749488262334694
-7.600092024029141,-0.004703844725779628,-0.06233777672962189,0.2171926846062478,-0.30197056717991577,0.029560258886120547,0.13864710763391627,1.0793164306461671,1.2363514313553186
