-6.595174556254699283e+00,7.424737575026800311e-03,-5.822130706126760202e-02,1.646371459401836934e-01,-6.200654949931602156e-01
-6.596375869173840556e+00,7.390431474716799981e-03,-5.820128272676949877e-02,1.646535970015280126e-01,-6.241157873247495935e-01
-6.589061860638353529e+00,7.412759545369800203e-03,-5.823177512435959852e-02,1.643750735774774097e-01,-6.314945900635581255e-01
-6.580909844831405842e+00,7.490708699346500417e-03,-5.826985756401099892e-02,1.641693038727153886e-01,-6.321285146315842596e-01
-6.581171404577516704e+00,7.484683068695499597e-03,-5.826979539616559955e-02,1.641854645479013941e-01,-6.322852463215415941e-01
-6.576108913539131073e+00,7.402899852511199766e-03,-5.826812780403919922e-02,1.640393228412954929e-01,-6.262935516649266177e-01
-6.550263121968267654e+00,7.403765201606299882e-03,-5.834790159973640006e-02,1.632796986208296108e-01,-6.313930449855804650e-01
-6.551565218861635564e+00,7.503334909947799794e-03,-5.832056862070050113e-02,1.631946156452044050e-01,-6.300826789783368076e-01
-6.549935771905276205e+00,7.476659658657999752e-03,-5.831817518408449752e-02,1.631590013038899112e-01,-6.302174770247108704e-01
-6.554100001343806881e+00,7.427153172068600394e-03,-5.829465703230769791e-02,1.633400760783242922e-01,-6.310365279612017986e-01
-6.549722074159272545e+00,7.425334603259500094e-03,-5.837485367104319756e-02,1.633278487700786930e-01,-6.247365453460198559e-01
-6.546916926966019012e+00,7.430055115319500122e-03,-5.838332702892209958e-02,1.632454171973637957e-01,-6.266785437387604185e-01
-6.536427384432371923e+00,7.428083009685199946e-03,-5.840230807306039801e-02,1.628839846186024010e-01,-6.253577732277283419e-01
-6.662821266448452739e+00,7.422740968862500364e-03,-5.810929920388219899e-02,1.667861211690729040e-01,-6.291564815020294077e-01
-6.661186636211263057e+00,7.442107812524000228e-03,-5.811815665180949941e-02,1.667686410978737876e-01,-6.295954939522105942e-01
-6.659752428539676750e+00,7.384915504189799862e-03,-5.810944968030500035e-02,1.667234920346566118e-01,-6.283195445016678260e-01
-6.659944374449820792e+00,7.541033583101999782e-03,-5.814155001186639693e-02,1.667597991486337028e-01,-6.401774986121572253e-01
-6.652794981232659666e+00,7.452287292529000302e-03,-5.812458217669699834e-02,1.664576254989615922e-01,-6.395967269171763947e-01
-6.636105846229578553e+00,7.411225490486100104e-03,-5.814541080069760004e-02,1.659243248580410945e-01,-6.274865526469985966e-01
-6.640951739627159789e+00,7.489171600310500290e-03,-5.814687866817359885e-02,1.660181548641770921e-01,-6.342380764016343209e-01
-6.631938686382440551e+00,7.438224451678600128e-03,-5.825159651475499828e-02,1.660559490216697021e-01,-6.301288041932479045e-01
-6.603621209557094751e+00,7.451708940968300270e-03,-5.835956828097149662e-02,1.652262928882576032e-01,-6.381744352382859864e-01
-6.592656507239712305e+00,7.475958801933800177e-03,-5.839299330884079736e-02,1.648985532198080084e-01,-6.330129765321790281e-01
-6.596972117104802358e+00,7.474912027663900040e-03,-5.839049041009120034e-02,1.650501045863916050e-01,-6.324024446990642589e-01
-6.585921141015073310e+00,7.500122961802900036e-03,-5.829308232364500270e-02,1.644707171003312041e-01,-6.333691806762991039e-01
-6.605855063295563490e+00,7.402330319507400072e-03,-5.828765663141270009e-02,1.651567646332869899e-01,-6.289977421848675920e-01
-6.615562898152187010e+00,7.488605090253799834e-03,-5.829660182435379701e-02,1.655235234310560022e-01,-6.354404395470754086e-01
-6.650376371966537192e+00,7.476140150407100012e-03,-5.813871661259319840e-02,1.664096245802174079e-01,-6.297194625682438485e-01
-6.630556271119158573e+00,7.425238422705099893e-03,-5.826491231541550131e-02,1.660448269743738936e-01,-6.371017816514873422e-01
-6.638296620669980719e+00,7.507239336455500366e-03,-5.826324172936930140e-02,1.662908224838330062e-01,-6.340990358809949212e-01
-6.631650973101590019e+00,7.406936002930700202e-03,-5.830596063645530208e-02,1.660736226498391033e-01,-6.317073500947034681e-01
-6.607489273366311089e+00,7.426158368144499672e-03,-5.824088538565060091e-02,1.650989081971372119e-01,-6.349985774077856471e-01
-6.613789341709980008e+00,7.483464024009199578e-03,-5.823144041048679970e-02,1.652924757010723056e-01,-6.336987301875025569e-01
-6.649221824398441782e+00,7.470850798670400014e-03,-5.814311329342199824e-02,1.663571875379679099e-01,-6.335934918172139163e-01
-6.647423980729585402e+00,7.434143625063499919e-03,-5.809136989240760302e-02,1.661955907327712922e-01,-6.267066286406776099e-01
-6.647394613887830594e+00,7.441518899051699672e-03,-5.812148030383169905e-02,1.662643029557535901e-01,-6.378999264473574904e-01
-6.651415463940485218e+00,7.528954675978499766e-03,-5.814634081023140055e-02,1.664258991160915968e-01,-6.326005307812517797e-01
-6.640865723521361730e+00,7.449546367262799632e-03,-5.815867220717910180e-02,1.661091813735670053e-01,-6.349084035073168097e-01
-6.647651324467658718e+00,7.434750685030799833e-03,-5.808376680919719731e-02,1.661815847674757984e-01,-6.308642080640256555e-01
-6.641994816941696911e+00,7.454323872530799894e-03,-5.819752274293849698e-02,1.662070748106654894e-01,-6.335929163877669357e-01
-6.639627356044719875e+00,7.439284079988699692e-03,-5.818915354671370249e-02,1.661427545896174973e-01,-6.306943498611675691e-01
-6.614974471181267468e+00,7.452510200145100010e-03,-5.827723469917030219e-02,1.654684756458895123e-01,-6.376013405056571992e-01
-6.623534327345494077e+00,7.429681014760499726e-03,-5.819260709248860047e-02,1.656122569175360881e-01,-6.294929514768462520e-01
-6.611866765208895380e+00,7.499834595772100418e-03,-5.820157168660149843e-02,1.650891872574032915e-01,-6.360238298736773377e-01
-6.632490533124160592e+00,7.502600891458600409e-03,-5.819262158481999792e-02,1.658227943438450036e-01,-6.283401007599587196e-01
-6.633330539673548465e+00,7.512704395454299772e-03,-5.819305597868339869e-02,1.658142350582829938e-01,-6.285783474162419671e-01
-6.603669008626830816e+00,7.390771338106999835e-03,-5.823336980825689901e-02,1.649002063262270945e-01,-6.354498278826414825e-01
-6.608423830028037571e+00,7.492232924527699768e-03,-5.820988161672260158e-02,1.650977224666254906e-01,-6.340025865435153785e-01
-6.608504870546803467e+00,7.496267144110000009e-03,-5.821043667080799677e-02,1.650937957682707957e-01,-6.341325461674448549e-01
-6.605090244194882665e+00,7.434310602755600170e-03,-5.820787568173350218e-02,1.649044068192485057e-01,-6.309003898825317203e-01
-6.615398726093831172e+00,7.443475800224699616e-03,-5.824889131823020316e-02,1.654006006177198007e-01,-6.297196949698450341e-01
-6.615633702228159052e+00,7.429217189218500356e-03,-5.825047550984870093e-02,1.653812682540448942e-01,-6.298371999988352510e-01
-6.612514077650019750e+00,7.480742804924199636e-03,-5.826752162737280222e-02,1.653613785282929960e-01,-6.310042517323728450e-01
-6.609369482302147603e+00,7.440090445468000059e-03,-5.824335201331010126e-02,1.651139963396011934e-01,-6.294635668993091571e-01
-6.607703652279565354e+00,7.420335897008899576e-03,-5.824018043498969954e-02,1.651984746702734042e-01,-6.296648839916795248e-01
-6.610103245008454920e+00,7.412915150951799627e-03,-5.822910099965890318e-02,1.652260222884257002e-01,-6.298532078333319850e-01
-6.615086145589245348e+00,7.540687905420000170e-03,-5.819963030135059945e-02,1.651733708778216070e-01,-6.356298223151989335e-01
-6.609994388507983487e+00,7.413859048788800331e-03,-5.821389728970009780e-02,1.651742578482821022e-01,-6.365568882954137919e-01
-6.621719906353368934e+00,7.466847659134999600e-03,-5.818815752201490082e-02,1.654392850260457959e-01,-6.314588925234417838e-01
